time,fav_count,id,lang,possibly_sensitive,source,text,user.id,user.name,user.handle,user.location,dilbert_label,dilbert_score,label,score
Tue Nov 29 15:30:19 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@shortstack_dan @jamiezjohnson @QuantumNFT gm Dan! Best wishes to your sick computer &lt;3,1.37E+18,aaronrferguson.eth (he/him) 🇺🇦 | Слава Україні!,aaronrferguson,"Ottawa, ON Canada",NEGATIVE,0.934792161,5,0.409505665
Tue Nov 29 15:30:15 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@tersthebear So so happy this post came to you at the right time! Hope you're feeling a bit better after reading it,87674057,Maddy Eisenberg (vaccines work 💉),maddyeisenberg,"Ottawa, Ontario",POSITIVE,0.99966538,5,0.705693781
Tue Nov 29 15:30:15 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RoughChopOttawa Gotta love the memorial graphic that Sgt Maria Keen (@sgtonpatrol) shared recently. In addition to… https://t.co/5EARj3J4kB,207664048,mhbvickers@mas.to - Michael H Vickers,mhbvickers,"Ottawa, Ontario",POSITIVE,0.961683095,5,0.555300534
Tue Nov 29 15:30:11 +0000 2022,0,1.60E+18,en,False,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Do you want to win a NYC Holiday Getaway to see @mariahcarey at Madison Square Garden and $10,000!? 

Tune in to MO… https://t.co/0Mj9JRhG5V",49643962,Ottawa’s MOVE 100,Move100Ottawa,Ottawa,POSITIVE,0.976744711,1,0.414111823
Tue Nov 29 15:30:10 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Partyof3blog You too, my friend. 💜",37109075,Mx. Amanda Jetté Knox,MavenOfMayhem,"Ottawa, Canada",POSITIVE,0.9961254,5,0.643906295
Tue Nov 29 15:30:09 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@Sethalos @TorontoStar About what ?,1576301246,lindylou,stephen_belinda,Ottawa Ontario,NEGATIVE,0.904576957,1,0.399026692
Tue Nov 29 15:30:07 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@smwgilbert will you help me with a RT? 

https://t.co/rpv5ikYyWa https://t.co/iy7e0tnm7d",1.22E+18,Ava-OTO,Onlytakesone20,"Ottawa, Ontario",NEGATIVE,0.994827688,1,0.253800869
Tue Nov 29 15:30:06 +0000 2022,0,1.60E+18,en,False,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","The #K4DM22 Marketplace continues this week with policy-relevant research updates on #ClimateChange, gender equalit… https://t.co/rsvWTvZ2SW",40065170,IDRC | CRDI,IDRC_CRDI,Ottawa,POSITIVE,0.72262603,4,0.442195177
Tue Nov 29 15:30:06 +0000 2022,0,1.60E+18,fr,False,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Le marché #K4DM22 continue avec des mises à jour de recherches pertinentes pour les politiques sur les changements… https://t.co/KghRg2Syzd,40065170,IDRC | CRDI,IDRC_CRDI,Ottawa,NEGATIVE,0.985873461,4,0.4413369
Tue Nov 29 15:30:05 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@StephenRWade3 @TrueNorthCentre They fought each other.  That convoy should have been way more effective but too ma… https://t.co/ScB9LtDfgD,116055795,‘Unacceptable’ Steamer,AbbyKadebby,Ottawa,NEGATIVE,0.999125659,3,0.314041555
Tue Nov 29 15:30:04 +0000 2022,0,1.60E+18,en,False,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","PODCAST: Wake Up with Rob Snow - November 29, 2022 https://t.co/1sRZR2hSBn",190738551,CityNews Ottawa,CityNewsOttawa,"Ottawa, Ontario",NEGATIVE,0.970071256,1,0.28370887
Tue Nov 29 15:30:04 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@maritstiles If your budget is dependent on one time development fees to provide service, then your tax rate is too… https://t.co/7abBZj56he",1.58E+18,NU,OOOPSIDIDI,Ottawa,NEGATIVE,0.999098778,1,0.330353707
Tue Nov 29 15:30:02 +0000 2022,0,1.60E+18,en,False,"<a href=""http://www.twittascope.com"" rel=""nofollow"">Twittascope</a>",You're probably eager to share a good time with friends today.... More for Aquarius https://t.co/xN5uNaZsre,164097337,Michele Bishop,MichMBishop,"Ottawa, ON",POSITIVE,0.994042337,3,0.363568187
Tue Nov 29 15:29:58 +0000 2022,0,1.60E+18,und,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@LamboJohnny https://t.co/PkxDikG2Ix,184649744,Joseph Allaham,jo_stile,"Ottawa, Canada",NEGATIVE,0.994495571,1,0.25647378
Tue Nov 29 15:29:56 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Do you remember when you joined Twitter? I do!  Faith, Family&amp; Freedom! https://t.co/R8I5qHLBWV",422806138,Dariusz Smulski,SmulskiDariusz,"Ottawa, Ontario",POSITIVE,0.994948506,5,0.670789957
Tue Nov 29 15:29:54 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@Liz_Wheeler @elonmusk Everyone talking about apple taking Twitter off the App Store. 
But @tim_cook s @Apple App S… https://t.co/PS3MNMjgwh",363741368,Peierre Elliot Trudeau,BustinThrewDoh,"Ottawa, Ontario",NEGATIVE,0.993684053,1,0.39475134
Tue Nov 29 15:29:52 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cavey explory
#furryartwork #kobold https://t.co/EIMwhqAuDy",8.19E+17,🌻CrystalFenn🌻,CrystalFenn_,"Ottawa, Ontario",NEGATIVE,0.995037854,1,0.314635009
Tue Nov 29 15:29:48 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I wish I lived in Rome!!! https://t.co/OWxvrOWX8k,1.37E+18,aaronrferguson.eth (he/him) 🇺🇦 | Слава Україні!,aaronrferguson,"Ottawa, ON Canada",NEGATIVE,0.990849614,1,0.317273289
Tue Nov 29 15:29:47 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@OttawaCitizen So the owner says that cheerleading girls primary purpose is to dress in skimpy outfits and are ther… https://t.co/pLGo10m8ux,137959796,Canadian | Masks Help Protect Lives,canadian_blues,"Ottawa, Canada",NEGATIVE,0.997300327,3,0.252867877
Tue Nov 29 15:29:47 +0000 2022,1,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Tonyman21001 @rwtrask Lest we forget, the Habs already got a first-rd for taking Monahan, and could get another fo… https://t.co/wrv9uUtjA3",591948867,James Baxter,Baxfacts,"Ottawa, Canada",NEGATIVE,0.999057591,4,0.227546096
Tue Nov 29 15:29:42 +0000 2022,0,1.60E+18,und,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@CHKN85 @BlinksTale 👍,322715600,Owen Deery,owendeery,"Ottawa, ON",NEGATIVE,0.968967557,5,0.322341084
Tue Nov 29 15:29:40 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@aaronrferguson Beer and doobs this week?,1.41E+18,TAY 🦇🔊,0xTAY_,"Ottawa, Ontario",NEGATIVE,0.985227942,1,0.343802899
Tue Nov 29 15:29:36 +0000 2022,2,1.60E+18,lt,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pristine Video #skateboarding #skatetwitter https://t.co/G4u2DlCb2G,587905990,SKATEBOARDING,SkaterGains,"Ottawa, Ontario",NEGATIVE,0.983481824,5,0.403041065
Tue Nov 29 15:29:34 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@strangebreed42 @Chukschiboy4 @EmodiMba Swears,1.56E+18,Emir of Onitsha,Official_Bukkie,"Ottawa, Ontario",NEGATIVE,0.975392103,1,0.304958284
Tue Nov 29 15:29:34 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Good morning ☀️ https://t.co/zDBebJQBBa,7.85E+17,Jean Goulard,jeangoulard1,"Ottawa, Ontario",POSITIVE,0.994578958,5,0.40920195
Tue Nov 29 15:29:33 +0000 2022,0,1.60E+18,fa,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",چرا انقلاب دمکراتیک مردم ایران پیروز می‌شود؟ https://t.co/os5PF7oeFW,2324142124,mehdi garmroudi,MehdiMatt,"Ottawa, Ontario-canada",NEGATIVE,0.931638181,1,0.252067029
Tue Nov 29 15:29:32 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BaseballMomazon That being smart.. raising your voice doesn't do nothing,1.30E+18,SweetD,Habsgirl46,"Ottawa, Ontario",POSITIVE,0.695180297,1,0.459087342
Tue Nov 29 15:29:30 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Haruko630770471 Anytime darling but i live in canada 🇨🇦,50864488,marc desbiens,spagnial,ottawa,POSITIVE,0.759158731,5,0.440197408
Tue Nov 29 15:29:27 +0000 2022,1,1.60E+18,fr,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",L'entraînement des #Sens débute à Kanata. Derick Brassard et Austin Watson sont absents.,24190618,Sylvain St-Laurent,Syl_St_Laurent,"Ottawa, Ontario",NEGATIVE,0.997598469,3,0.333670944
Tue Nov 29 15:29:27 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",And for those wondering. The objective of underwear is to protect your pants from bodily fluids. Much like a cloth… https://t.co/PSCDRqHpQF,66052632,Justin Kelly,JustinKellyOTT,"Ottawa, Ontario",NEGATIVE,0.982124031,4,0.381680608
Tue Nov 29 15:29:26 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ESA_EO @BAS_News Notice the lions face on the rebound of the submerged iceberg?,3093753331,Fox2,pfox6060,"Ottawa, Ontario",NEGATIVE,0.984190285,1,0.38121891
Tue Nov 29 15:29:26 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RVAwonk @derya555 All this stuff: psyops, conspiracy theories, are cool in comics but in real life you just sound crazy.",1.07E+18,Craig Beckett,billsbahd,"Ottawa, Ontario",POSITIVE,0.996255994,1,0.475227267
Tue Nov 29 15:29:25 +0000 2022,0,1.60E+18,en,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","As we wind down our #HelpUsRise2022 campaign, check out the latest cities to make it on the CCFWE #proclamation map… https://t.co/5oCeaIGo0r",1.22E+18,Canadian Center For Women’s Empowerment (CCFWE),ccfwe,"Ottawa, Ontario",NEGATIVE,0.961612046,5,0.30370301
Tue Nov 29 15:29:23 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I mean, if even only a fraction of the bad news about COVID is true, we’re pretty f*cked. And people don’t seem eve… https://t.co/Ee2ZsPJllg",21220435,Rocket 57 @rocket57@mastodon.online,Rocket57,Ottawa/Gatineau,NEGATIVE,0.977583766,2,0.281602532
Tue Nov 29 15:29:22 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@tattyoIdthing @221_Otsanda Oh yes, I do an exercise class that’s partly tai chi and it’s also very soothing as wel… https://t.co/XTgGjmxKQa",18697376,Sarah ❄️ 🎄 ❄️,sourcitruslady,Ottawa,POSITIVE,0.994667411,4,0.278429598
Tue Nov 29 15:29:22 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MikeGrinnell_ @spittinchiclets We need more Jamaican @ryanwhitney6 stories 😂,221631833,Tyler O'Brien,TOBrien22,"Ottawa, Ontario",NEGATIVE,0.988966644,1,0.262489915
Tue Nov 29 15:29:22 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@iowahawkblog I once made the mistake of mixing up the team nicknames with an Ames alumni.,1.43E+18,coolelk 🇺🇦 🇨🇦🌻🐴,anothercoolelk,"Ottawa, Ontario",NEGATIVE,0.997282743,4,0.246704236
Tue Nov 29 15:29:22 +0000 2022,0,1.60E+18,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@JenWeddell 🥰,288815950,Mary Anne Ivison,MaOnTheAir,"Ottawa, ON",NEGATIVE,0.788769007,5,0.347025245
Tue Nov 29 15:29:16 +0000 2022,1,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@RemyRod3 doesn't seem so,1.35E+18,Poké Daxi,pokedaxi,"Ottawa, Ontario",NEGATIVE,0.988372028,3,0.421614349
Tue Nov 29 15:29:14 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@beckysbiceps Because they’re deeply insecure about who they like lol,275274156,Tom,TQSherwood,"Ottawa, Ontario, Canada",NEGATIVE,0.996069312,1,0.632938385
Tue Nov 29 15:29:10 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Elizabeth May #FOAD https://t.co/NOp41zYxPG,1.37E+18,Beach_Lizzard Joe,HollettJoe,"Ottawa, Ontario",NEGATIVE,0.984186947,3,0.244526818
