data.time,data.fav_count,data.id,data.lang,data.possibly_sensitive,data.source,data.text,user.id,user.name,user.handle,user.location
Tue Nov 29 23:49:20 +0000 2022,0,1.59774E+18,en,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Read the comments! https://t.co/BTSZwWLcvu,358145106,Peggy Blair@mstdn.ca,peggy_blair,"Ottawa, Canada"
Tue Nov 29 23:49:15 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@chrissyxchi Oh boy tell me about it I’ve done the same,8.61319E+17,Ryan Acheson,ryanalxander91,"Ottawa, Ontario"
Tue Nov 29 23:49:14 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@CTVNews Not my King...,1.49048E+18,Hugh Jackman🇨🇦🇺🇲🇳🇱🇦🇺,BruceRi81726656,Ottawa on 
Tue Nov 29 23:49:11 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://www.scoop.it"" rel=""nofollow"">Scoop.it</a>","Autoimmune Encephalitis—Misdiagnosis, Misconceptions, and How to Avoid Them | Neurology | JAMA Neurology | JAMA Net… https://t.co/fsV7MRwH3s",399756354,Nesrin Shaheen,nesrinshaheen,"Ottawa, Ontario, Canada"
Tue Nov 29 23:49:10 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@robreiner Holy crap! That 4 TDS tweets in an hour!  Your trying too hard and ppl are figuring out your game,1.51982E+18,halfbreed bigot,halfbreedbigot,"Ottawa, Ontario"
Tue Nov 29 23:49:09 +0000 2022,0,1.59774E+18,und,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",😂😅😂😂 https://t.co/lRq4R2Bfu2,7.80374E+17,Michel🫶🏾🇧🇮,michelciza,
Tue Nov 29 23:49:09 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Roman_Baber @WesternU Don’t think they’ll miss your $5 gift,87944819,Paul Armstrong,ArmstrongRavens,"Ottawa, ON, Canada"
Tue Nov 29 23:49:07 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@stephen_taylor I don’t follow you either and yet there you are, can’t let your brand of idiocy slip by without observation.",437118030,Claire j 🇨🇦,CJartisan,"Canada, Ottawa"
Tue Nov 29 23:49:04 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yes, water is delicious https://t.co/IKUGKhhKRT",8.96019E+17,Christen NO DMs 🇨🇦 Secular Humanist,sandbanksgirl,"Ottawa, Ontario"
Tue Nov 29 23:49:01 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@HoytMandy @worldofabe Interesting. I’ve always had an issue with that too. Usually my left eye waters much more, o… https://t.co/AvkEQhsi1f",243254088,Doug-H,blackcatpro,"Ottawa, Ontario"
Tue Nov 29 23:48:57 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@LocksOf_Love @DaveOshry Yeah same lmao,1.16947E+18,Corwyn 🏳️‍🌈,NywrocB,"Ottawa, Ontario"
Tue Nov 29 23:48:52 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@DoddsSteve177 @stephen_taylor When did a Fed or Prov force people to live at work? When did they mail/weld people… https://t.co/6cN6PpRxra,8.2444E+17,Alex 🇨🇦🇺🇦,amac_1001,Canada Ottawa
Tue Nov 29 23:48:52 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oath Keepers: Two members of far-right militia guilty of US sedition #January6 #US  https://t.co/Pp5iYYgV90,20489098,Rosie Emery,RosieEmery,"Ottawa, Ontario, Canada"
Tue Nov 29 23:48:47 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","wow habs play tonight , i forgot they existed",1863564260,Mikael,Mikael_Habs,"Gatineau, Québec"
Tue Nov 29 23:48:46 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DaveOshry You had a hand in two of my favourite games of all time that's pretty meaningful IMO,1.16947E+18,Corwyn 🏳️‍🌈,NywrocB,"Ottawa, Ontario"
Tue Nov 29 23:48:45 +0000 2022,0,1.59774E+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MmeLuna_SMY @MissBSMY @CindyDilamarter @MmeEvraire Félicitations! Je suis super heureuse pour vous. 😘,8.56198E+17,Mme Vadeboncoeur,MmeVadeboncoeur,"Ottawa, Ontario"
Tue Nov 29 23:48:41 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I feel like I won the jackpot.  I purchased the Kirkland hoodie from Costco. https://t.co/NKzhxAaPZk,313031045,Ashley Mathieu,AshleyMathieu_,"Ottawa, Ontario"
Tue Nov 29 23:48:38 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Billius27 Government and Public Health announce it together, masked, and in every way demonstrate they are behind it. &lt;as if&gt;",20156042,Jennifer Bulman,JenniferBulman,"Ottawa, Canada"
Tue Nov 29 23:48:36 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@7Veritas4 That delights me.,7.4219E+17,My Hedgehog Dilemma,Suzanne42415420,"Ottawa, Ontario"
Tue Nov 29 23:48:35 +0000 2022,1,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@stvrdvxt i needed this song to be out for so long,1.22341E+18,stunna 🇨🇷,LeGreenCard,"Ottawa, Ontario"
Tue Nov 29 23:48:34 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I'm probably going to become Twitter famous just as everyone leaves. https://t.co/VDt8dgzoRF,33185471,Area Man,kewarken,"Ottawa, Canada"
Tue Nov 29 23:48:33 +0000 2022,0,1.59774E+18,und,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@GtCompliant https://t.co/ev2mwzHflp,1.535E+18,I'm A Virus/Climate Carnivore,afreeCanada4all,"Ottawa, Ontario"
Tue Nov 29 23:48:33 +0000 2022,3,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Column on this coming in the next 3 hours https://t.co/5Whwtg0eTG,872124787,Evan Scrimshaw,EScrimshaw,Ottawa
Tue Nov 29 23:48:30 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@jennyleeshee Schitts and Giggles: so appealing,1.01494E+18,Canadian Tardis,CanadianTardis,"Ottawa, Ontario"
Tue Nov 29 23:48:29 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@SpaceX Can somebody explain what this means ? I'd love to know,1.45559E+18,Justin Larsen | Dream Life Enabler,LarsenMotivates,"Ottawa, Ontario"
Tue Nov 29 23:48:27 +0000 2022,0,1.59774E+18,et,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@marta_fe1 Buenas ondas aaammmm...buuueennaass ooondaaaaass

Mmmm",705655365,Patricio Walker,0pkkyp2,"Ottawa, Ontario"
Tue Nov 29 23:48:26 +0000 2022,0,1.59774E+18,und,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://t.co/PZAFhooIcE,163856127,joemorin73@mstdn.ca 🇨🇦,joemorin73,"Ottawa, Canada"
Tue Nov 29 23:48:24 +0000 2022,3,1.59774E+18,en,,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","“Like Quebec…”
Quebec doesn’t employ Henry VIII clauses to unilaterally amend legislation. 
FFS.",190012537,Dale Smith,journo_dale,"Ottawa, ON"
Tue Nov 29 23:48:23 +0000 2022,1,1.59774E+18,und,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Peatches66 @good_jarvis4 🤣🤣🤣,1.35633E+18,Elaine Stanovie,ElaineBlais4,"Ottawa, Ontario"
Tue Nov 29 23:48:22 +0000 2022,0,1.59774E+18,fr,,"<a href=""http://octranspo1.com"" rel=""nofollow"">OC Transpo Direct</a>",75 Barrhaven Centre: le trajet est annulé entre Tunney's Pasture à 18:40 et centre Barrhaven à 19:12. Le prochain t… https://t.co/ZwAylyvmXJ,444791191,OC Transpo Direct,OCTranspoDirect,"Ottawa, Ontario, Canada"
Tue Nov 29 23:48:21 +0000 2022,1,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MaxMaaxMaaax @benyahr If they ever reboot Golden Girls I want Jennifer to play Rose,1022866333,Ty with the thighs,TyRacine96,"Ottawa, Ontario"
Tue Nov 29 23:48:21 +0000 2022,1,1.59774E+18,und,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@HeelGuySparty @Wheelzakajay @Avez_12 https://t.co/yNHsc7S7Ga,423129266,Nealer,Nealerrr,"Ottawa, Ontario"
Tue Nov 29 23:48:19 +0000 2022,0,1.59774E+18,et,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@chainsawfahren Duudhdhfhbdhd OH NOOOO I’M SORRY,281483816,Josée ☆In Bosozoku Hell 🐻🐻‍❄️☆,joseethefirst,"Ottawa, ON"
Tue Nov 29 23:48:14 +0000 2022,1,1.59774E+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SylvieGeo Que voilà un menu inspirant ! Nous c’est bien simple : nachos au poulet,1.0618E+18,André Bilodeau,AndrBilodeau3,"Ottawa, Ontario"
Tue Nov 29 23:48:09 +0000 2022,0,1.59774E+18,und,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@MeganTheePony @HelloKittyXoXo2 @notcapnamerica https://t.co/o3Fj4IR4Ih,7.4219E+17,My Hedgehog Dilemma,Suzanne42415420,"Ottawa, Ontario"
Tue Nov 29 23:48:09 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@CudasCorner @TSNSimmer To be honest, I was happy we were picking 2 and not 3. That way we wouldn’t have a decade o… https://t.co/iyp2GWaITv",51042576,Karen H.,OttSensFan18,"Ottawa, Ontario"
Tue Nov 29 23:48:07 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@HelenBaumander 100%. They are the worst.,71588250,Amanda,CouldUJustNot_,"Ottawa, Ontario"
Tue Nov 29 23:48:05 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@StevenBeschloss My point exactly. Dare we hope that, during sentencing, one of those convicted does a deal to impl… https://t.co/iILnQuKkNh",269263265,James Wooten,rantonstupidity,"Ottawa, Ontario, Canada"
Tue Nov 29 23:47:57 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Amazing image. https://t.co/LS0bge2HUM,51189259,Gerry Harrington,CHPCGerry,Ottawa
Tue Nov 29 23:47:56 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@OffsideDH @RobTheHockeyGuy This is garbage. Absolutely zero controversy. Backup is playing better right now. Demko… https://t.co/ErdlpJ9KmD,193370714,Rob,robmacfarlane21,"Ottawa, Ontario"
Tue Nov 29 23:47:51 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The MAGA world will be thrilled with the creativity. https://t.co/4dIfqMGxHJ,127011587,Brian Mersereau,blmersereau,Ottawa
Tue Nov 29 23:47:45 +0000 2022,0,1.59774E+18,en,,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Georgia relies on Northern Telecom Meridian 1 Option 61 systems for their telecommunications network. If that's not… https://t.co/e1EFSNebJO,1.5249E+18,Nortel Bot,Nortel_Networks,"Ottawa, Canada"
Tue Nov 29 23:47:43 +0000 2022,0,1.59774E+18,pt,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Series 5 de cara e o dedo coçando pra comprar! Mais tarde vou torrar meus créditos!

Melhor atualização do game até… https://t.co/KcPNB3TIVO",16449369,Diego Castro,diegogc,"Ottawa, Ontario"
Tue Nov 29 23:47:42 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@dovelove0624 @ABDanielleSmith I care, I just don't agree that she needs a legislative change to accomplish what sh… https://t.co/R9mlJpsGAL",16411898,Colleen Francis,EngageColleen,Ottawa
Tue Nov 29 23:47:39 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MightyKeef Guessing the AI went for a Mighty mouse reference there with the space stuff?,2738653392,Ovee,OveeSG,"Ottawa, Ontario"
Tue Nov 29 23:47:38 +0000 2022,2,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@erikssonsburner @goalcauf no, we aren't trading Sanderson's bestie. Zaitsev and a 7th",1.2994E+18,Wreck It,Wreck_It_15,"Ottawa, Ontario"
Tue Nov 29 23:47:35 +0000 2022,1,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@HelloKittyXoXo2 @notcapnamerica I haven't seen this gif in ages. Something about it strikes me as so, so funny.",7.4219E+17,My Hedgehog Dilemma,Suzanne42415420,"Ottawa, Ontario"
Tue Nov 29 23:47:33 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@krisster8 We can't even house and feed our own....In other words we are in no position to help,1.49048E+18,Hugh Jackman🇨🇦🇺🇲🇳🇱🇦🇺,BruceRi81726656,Ottawa on 
Tue Nov 29 23:47:31 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yoinked from @woodlandDOX https://t.co/5r5oWHMJY4,8.02462E+17,Ricky,RickuTwitch,"Ottawa, Ontario"
Tue Nov 29 23:47:29 +0000 2022,2,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@marshtindall @David_Moscrop @ClaireKraatz Four minutes quicker, darn you",19085137,alkors@mstdn.ca,alkors,Ottawa
Tue Nov 29 23:47:28 +0000 2022,1,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@iamjustincscott He who takes care of his body and mind becomes unstoppable,1.45559E+18,Justin Larsen | Dream Life Enabler,LarsenMotivates,"Ottawa, Ontario"
Tue Nov 29 23:47:27 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mynicksnic Red and black I dress
Eagle in my chest
Proud to be Albanian",1.09111E+18,Kahnetí:io (Quanah),Quanah58164515,"Ottawa, Ontario"
Tue Nov 29 23:47:21 +0000 2022,0,1.59774E+18,de,false,"<a href=""https://planefence.com/planefence"" rel=""nofollow"">ADSB Docker Planefence</a>","ICAO: C043B7
Flt: ACA463
First seen: 2022/11/29 18:45:16
Min Alt: 10551 ft AGL
Min Dist: 5.12 km

#yow #madfolk… https://t.co/5ACwP5MUzg",7.55055E+17,Ciel d'Aylmer,Ciel_Aylmer_QC,"Gatineau, Québec"
Tue Nov 29 23:47:19 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@CTVNews Another “amazing” liberal government achievement. 🤡 https://t.co/IyT7jliPOX,1.48871E+18,John Dault 🇨🇦🇺🇸,JonDault,"Ottawa, Ontario"
Tue Nov 29 23:47:16 +0000 2022,1,1.59774E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@TomStDenis2 Ahhh. The Louisiana approach.,1.35865E+18,Thomas Watson Jr.,ThomasWatsonCD,"Ottawa, Ontario"
Tue Nov 29 23:47:15 +0000 2022,1,1.59774E+18,en,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",You're going to slow roll because gas is too expensive?  Did anyone think this through? https://t.co/SGr06lenZ8,163856127,joemorin73@mstdn.ca 🇨🇦,joemorin73,"Ottawa, Canada"
Tue Nov 29 23:47:13 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",They got coach myth back  I will be watching https://t.co/M8367DGLTn,8.01466E+17,Icarius,Icarius_ttv,"Ottawa, ON"
Tue Nov 29 23:47:12 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@meakoopa Really good Nate fic, is absolutely what got me starting into making fewer mean noises about his family's… https://t.co/S8IMeOTJ2P",705326042,Madeline Hunter (she/her),MadelineAndraia,"Ottawa, Ontario"
Tue Nov 29 23:47:11 +0000 2022,0,1.59774E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@junglxcreates Love the theme! haha,1.1544E+18,Smurff,FN_Smurff,"Ottawa, ON - Canada"
Tue Nov 29 23:47:11 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ferryman4747 I'll just put this here...
https://t.co/ZkTV7rkk7L",1.11021E+18,🇨🇦Friday🇨🇦,FridayTerry78,"Ottawa, Ontario"
Tue Nov 29 23:47:10 +0000 2022,0,1.59774E+18,und,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bec2Yeg 🤣🤣🤣,1.35633E+18,Elaine Stanovie,ElaineBlais4,"Ottawa, Ontario"
Tue Nov 29 23:47:09 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DaveMacLachlan1 It's the Same Old Song - Four Tops,50485355,Dash the WonderMoose,DontTaseMeBro77,"Nepean, Ontario"
Tue Nov 29 23:47:06 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Amazing how they admire you not giving a fuck until it means them too.,28044382,sarah,sera_87,"Ottawa, Canada"
Tue Nov 29 23:47:02 +0000 2022,1,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@benyahr @MaxMaaxMaaax icon herself,1022866333,Ty with the thighs,TyRacine96,"Ottawa, Ontario"
Tue Nov 29 23:47:00 +0000 2022,0,1.59774E+18,en,false,"<a href=""http://www.scoop.it"" rel=""nofollow"">Scoop.it</a>",Autoimmune Encephalitis Misdiagnosis in Adults | Neurology | JAMA Neurology | JAMA Network | @scoopit https://t.co/ve5vHWGT2S,399756354,Nesrin Shaheen,nesrinshaheen,"Ottawa, Ontario, Canada"
Tue Nov 29 23:46:59 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@NChartierET Trudeau’s hypocrisy is sickening 🤮🤢🤑,1.30949E+18,carol,CSFreeToChoose,"Ottawa, Ontario"
Tue Nov 29 23:46:57 +0000 2022,0,1.59774E+18,en,,"<a href=""http://octranspo1.com"" rel=""nofollow"">OC Transpo Live Updates</a>",75 Barrhaven Centre: the trip is cancelled from Tunney's Pasture station at 18:40 to Barrhaven Centre station at 19… https://t.co/IQ63dnDMmb,376835873,OC Transpo Live,OCTranspoLive,"Ottawa, Ontario, Canada"
Tue Nov 29 23:46:54 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@CIDRAP Did elon add an edit button? Because my assessment here, of which I was certain at the time writing it, is now clearly incorrect...",1.26389E+18,CovidSolutions🇺🇦🇺🇦🇺🇦,solutions_covid,"Ottawa, Ontario"
Tue Nov 29 23:46:48 +0000 2022,0,1.59774E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Ms_St_Aubyn 😂""I like big books...""🎵🎶 Going to send you a DM, Jonelle.",1301976518,Tu Vuong,tu_vuong,"Ottawa, Ontario"
