_id,data.contributors,data.coordinates,data.created_at,data.entities,data.extended_entities,data.favorite_count,data.favorited,data.geo,data.id,data.id_str,data.in_reply_to_screen_name,data.in_reply_to_status_id,data.in_reply_to_status_id_str,data.in_reply_to_user_id,data.in_reply_to_user_id_str,data.is_quote_status,data.lang,data.metadata,data.place,data.possibly_sensitive,data.quoted_status,data.quoted_status_id,data.quoted_status_id_str,data.retweet_count,data.retweeted,data.source,data.text,data.truncated,data.user.id,data.user.name,data.user.screen_name,data.user.location
638625d2073ea59a7af54dc9,null,null,Tue Nov 29 15:30:21 +0000 2022,,,0,false,null,1597613945875058690,1597613945875058690,null,null,null,null,null,false,en,,null,false,,,,0,false,"<a href=""https://contentstudio.io"" rel=""nofollow"">ContentStudio.io</a>","“Hi, my name is 𝘿𝙖𝙫𝙞𝙙 𝙁𝙧𝙚𝙮. I don’t usually endorse other people’s products, but in this case I’m making an excepti… https://t.co/r2Ggqidh2v",true,5750402,James Maduk,wpgrow,Ottawa
638625d2073ea59a7af54dca,null,null,Tue Nov 29 15:30:19 +0000 2022,,,1,false,null,1597613938702954497,1597613938702954497,null,null,null,null,null,false,en,,null,false,,,,1,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The SSI journey begins.
#owasp #ottawa @BsidesOttawa #bsidesottawa #identity #SelfSovereignIdentity https://t.co/Je2MYOWQvb",false,385718218,OWASP Ottawa,OWASP_Ottawa,Ottawa
638625d2073ea59a7af54dcb,null,null,Tue Nov 29 15:30:19 +0000 2022,,,0,false,null,1597613937918631937,1597613937918631937,lordsweetpotato,1597606748457938946,1597606748457938946,1267701295928016896,1267701295928016896,false,en,,null,,,,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@lordsweetpotato @StephenPunwasi Lot braver than me looking that far out. Climate is playing a bigger role every ye… https://t.co/FLmZt2ComQ,true,1487826834553196549,Ottawa centric,CentricOttawa,"Ottawa, Ontario"
638625d2073ea59a7af54dcc,null,null,Tue Nov 29 15:30:19 +0000 2022,,,0,false,null,1597613935393665024,1597613935393665024,shortstack_dan,1597559381083983872,1597559381083983872,1451250059023106050,1451250059023106050,false,en,,null,,,,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@shortstack_dan @jamiezjohnson @QuantumNFT gm Dan! Best wishes to your sick computer &lt;3,false,1369709714368561152,aaronrferguson.eth (he/him) 🇺🇦 | Слава Україні!,aaronrferguson,"Ottawa, ON Canada"
638625d2073ea59a7af54dcd,null,null,Tue Nov 29 15:30:15 +0000 2022,,,0,false,null,1597613920424198144,1597613920424198144,tersthebear,1597613359851278345,1597613359851278345,2830731514,2830731514,false,en,,null,,,,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@tersthebear So so happy this post came to you at the right time! Hope you're feeling a bit better after reading it",false,87674057,Maddy Eisenberg (vaccines work 💉),maddyeisenberg,"Ottawa, Ontario"
638625d2073ea59a7af54dce,null,null,Tue Nov 29 15:30:15 +0000 2022,,,0,false,null,1597613920327708674,1597613920327708674,RoughChopOttawa,1597589995849936896,1597589995849936896,475398668,475398668,false,en,,null,false,,,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RoughChopOttawa Gotta love the memorial graphic that Sgt Maria Keen (@sgtonpatrol) shared recently. In addition to… https://t.co/5EARj3J4kB,true,207664048,mhbvickers@mas.to - Michael H Vickers,mhbvickers,"Ottawa, Ontario"
638625d2073ea59a7af54dcf,null,null,Tue Nov 29 15:30:11 +0000 2022,,,0,false,null,1597613902241693698,1597613902241693698,null,null,null,null,null,false,en,,null,false,,,,0,false,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Do you want to win a NYC Holiday Getaway to see @mariahcarey at Madison Square Garden and $10,000!? 

Tune in to MO… https://t.co/0Mj9JRhG5V",true,49643962,Ottawa’s MOVE 100,Move100Ottawa,Ottawa
638625d2073ea59a7af54dd0,null,null,Tue Nov 29 15:30:10 +0000 2022,,,0,false,null,1597613898215358465,1597613898215358465,Partyof3blog,1597613319002927104,1597613319002927104,484883360,484883360,false,en,,null,,,,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Partyof3blog You too, my friend. 💜",false,37109075,Mx. Amanda Jetté Knox,MavenOfMayhem,"Ottawa, Canada"
638625d2073ea59a7af54dd1,null,null,Tue Nov 29 15:30:09 +0000 2022,,,0,false,null,1597613896038510592,1597613896038510592,Sethalos,1597521782377832448,1597521782377832448,18397382,18397382,false,en,,null,,,,,0,false,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@Sethalos @TorontoStar About what ?,false,1576301246,lindylou,stephen_belinda,Ottawa Ontario
638625d2073ea59a7af54dd2,null,null,Tue Nov 29 15:30:07 +0000 2022,,,0,false,null,1597613886643240960,1597613886643240960,smwgilbert,null,null,901982858,901982858,true,en,,null,false,,1597578604862472192,1597578604862472192,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@smwgilbert will you help me with a RT? 

https://t.co/rpv5ikYyWa https://t.co/iy7e0tnm7d",false,1222907374702415872,Ava-OTO,Onlytakesone20,"Ottawa, Ontario"
638625d2073ea59a7af54dd3,null,null,Tue Nov 29 15:30:06 +0000 2022,,,0,false,null,1597613882020974594,1597613882020974594,null,null,null,null,null,false,en,,null,false,,,,0,false,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","The #K4DM22 Marketplace continues this week with policy-relevant research updates on #ClimateChange, gender equalit… https://t.co/rsvWTvZ2SW",true,40065170,IDRC | CRDI,IDRC_CRDI,Ottawa
638625d2073ea59a7af54dd4,null,null,Tue Nov 29 15:30:06 +0000 2022,,,0,false,null,1597613881936986116,1597613881936986116,null,null,null,null,null,false,fr,,null,false,,,,0,false,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Le marché #K4DM22 continue avec des mises à jour de recherches pertinentes pour les politiques sur les changements… https://t.co/KghRg2Syzd,true,40065170,IDRC | CRDI,IDRC_CRDI,Ottawa
638625d2073ea59a7af54dd5,null,null,Tue Nov 29 15:30:05 +0000 2022,,,0,false,null,1597613876660809730,1597613876660809730,StephenRWade3,1597278655503560704,1597278655503560704,1048327764447645696,1048327764447645696,false,en,,null,,,,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@StephenRWade3 @TrueNorthCentre They fought each other.  That convoy should have been way more effective but too ma… https://t.co/ScB9LtDfgD,true,116055795,‘Unacceptable’ Steamer,AbbyKadebby,Ottawa
638625d2073ea59a7af54dd6,null,null,Tue Nov 29 15:30:04 +0000 2022,,,0,false,null,1597613874341367808,1597613874341367808,null,null,null,null,null,false,en,,null,false,,,,0,false,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","PODCAST: Wake Up with Rob Snow - November 29, 2022 https://t.co/1sRZR2hSBn",false,190738551,CityNews Ottawa,CityNewsOttawa,"Ottawa, Ontario"
638625d2073ea59a7af54dd7,null,null,Tue Nov 29 15:30:04 +0000 2022,,,0,false,null,1597613874098102272,1597613874098102272,maritstiles,1597587970940620807,1597587970940620807,19918228,19918228,false,en,,null,,,,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@maritstiles If your budget is dependent on one time development fees to provide service, then your tax rate is too… https://t.co/7abBZj56he",true,1582431285598879747,NU,OOOPSIDIDI,Ottawa
638625d2073ea59a7af54dd8,null,null,Tue Nov 29 15:30:02 +0000 2022,,,0,false,null,1597613864459591680,1597613864459591680,null,null,null,null,null,false,en,,null,false,,,,0,false,"<a href=""http://www.twittascope.com"" rel=""nofollow"">Twittascope</a>","You're probably eager to share a good time with friends today.... More for Aquarius https://t.co/xN5uNaZsre",false,164097337,Michele Bishop,MichMBishop,"Ottawa, ON"
638625d2073ea59a7af54dd9,null,null,Tue Nov 29 15:29:58 +0000 2022,,,0,false,null,1597613848311525377,1597613848311525377,LamboJohnny,1597613700835573760,1597613700835573760,1036018569711169537,1036018569711169537,false,und,,null,false,,,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@LamboJohnny https://t.co/PkxDikG2Ix,false,184649744,Joseph Allaham,jo_stile,"Ottawa, Canada"
638625d2073ea59a7af54dda,null,null,Tue Nov 29 15:29:56 +0000 2022,,,0,false,null,1597613842225299456,1597613842225299456,null,null,null,null,null,false,en,,null,false,,,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Do you remember when you joined Twitter? I do!  Faith, Family&amp; Freedom! https://t.co/R8I5qHLBWV",false,422806138,Dariusz Smulski,SmulskiDariusz,"Ottawa, Ontario"
638625d2073ea59a7af54ddb,null,null,Tue Nov 29 15:29:54 +0000 2022,,,0,false,null,1597613831634948097,1597613831634948097,Liz_Wheeler,1594769759895261184,1594769759895261184,264361128,264361128,false,en,,null,,,,,0,false,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@Liz_Wheeler @elonmusk Everyone talking about apple taking Twitter off the App Store. 
But @tim_cook s @Apple App S… https://t.co/PS3MNMjgwh",true,363741368,Peierre Elliot Trudeau,BustinThrewDoh,"Ottawa, Ontario"
638625d2073ea59a7af54ddc,null,null,Tue Nov 29 15:29:52 +0000 2022,,,0,false,null,1597613824084951052,1597613824084951052,null,null,null,null,null,false,en,,null,false,,,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cavey explory
#furryartwork #kobold https://t.co/EIMwhqAuDy",false,819352713985191937,🌻CrystalFenn🌻,CrystalFenn_,"Ottawa, Ontario"
638625d2073ea59a7af54ddd,null,null,Tue Nov 29 15:29:48 +0000 2022,,,0,false,null,1597613806141771776,1597613806141771776,null,null,null,null,null,true,en,,null,false,,1597556981601968130,1597556981601968130,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I wish I lived in Rome!!! https://t.co/OWxvrOWX8k,false,1369709714368561152,aaronrferguson.eth (he/him) 🇺🇦 | Слава Україні!,aaronrferguson,"Ottawa, ON Canada"
638625d2073ea59a7af54dde,null,null,Tue Nov 29 15:29:47 +0000 2022,,,0,false,null,1597613803164041218,1597613803164041218,OttawaCitizen,1597430448778612736,1597430448778612736,23655688,23655688,false,en,,null,,,,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@OttawaCitizen So the owner says that cheerleading girls primary purpose is to dress in skimpy outfits and are ther… https://t.co/pLGo10m8ux,true,137959796,Canadian | Masks Help Protect Lives,canadian_blues,"Ottawa, Canada"
638625d2073ea59a7af54ddf,null,null,Tue Nov 29 15:29:47 +0000 2022,,,1,false,null,1597613801096245248,1597613801096245248,Tonyman21001,1597597498604158977,1597597498604158977,1050492595489656832,1050492595489656832,false,en,,null,,,,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Tonyman21001 @rwtrask Lest we forget, the Habs already got a first-rd for taking Monahan, and could get another fo… https://t.co/wrv9uUtjA3",true,591948867,James Baxter,Baxfacts,"Ottawa, Canada"
